order_item_id,order_id,order_date,customer_id,product_id,quantity,unit_price,channel
1212,442,2026-06-01,11.0,23.0,6,424.66,mobile
1213,515,2026-06-01,50.0,18.0,-3,11.03,mobile
1214,1576,2026-06-01,15.0,26.0,8,38.77,web
1215,497,2026-06-01,26.0,36.0,1,56.68,mobile
1216,403,2026-06-01,,11.0,5,223.57,mobile
1217,649,2026-06-01,8.0,29.0,5,791.83,web
1218,797,2026-06-01,59.0,1.0,7,86.15,mobile
1219,689,2026-06-01,82.0,47.0,6,387.47,web
1220,571,2026-06-01,58.0,20.0,6,395.83,mobile
1221,1329,2026-06-01,37.0,23.0,8,364.59,mobile
1222,724,2026-06-01,92.0,27.0,2,505.12,mobile
1223,216,2026-06-01,90.0,31.0,4,25.63,web
1224,29,2026-06-01,38.0,2.0,10,325.62,web
1225,918,2026-06-01,47.0,,8,489.96,store
1226,1521,2026-06-01,39.0,3.0,8,232.94,mobile
1227,107,2026-06-01,87.0,34.0,3,346.36,store
1228,301,2026-06-01,4.0,6.0,6,380.98,web
1229,850,2026-06-01,89.0,41.0,2,435.19,store
1230,697,2026-06-01,19.0,20.0,10,507.4,mobile
1231,1232,2026-06-01,100.0,34.0,7,308.42,mobile
1232,1511,2026-06-01,68.0,42.0,5,318.88,store
1233,120,2026-06-01,12.0,20.0,4,405.95,web
1234,1595,2026-06-01,35.0,35.0,6,588.23,web
1235,881,2026-06-01,40.0,48.0,10,494.54,web
1236,1416,2026-06-01,23.0,43.0,6,439.36,web
1237,1340,2026-06-01,65.0,44.0,1,393.45,web
1238,1219,2026-06-01,15.0,19.0,10,546.1,store
1239,412,2026-06-01,54.0,22.0,7,65.22,store
1240,1378,2026-06-01,78.0,1.0,2,92.94,web
1241,715,2026-06-01,18.0,32.0,6,192.09,mobile
1242,1340,2026-06-01,39.0,15.0,8,108.43,mobile
1243,1464,2026-06-01,26.0,30.0,4,371.84,mobile
1244,1354,2026-06-01,90.0,39.0,5,436.76,store
1245,970,2026-06-01,63.0,3.0,5,261.22,mobile
1246,79,2026-06-01,41.0,2.0,7,281.35,store
1247,1030,2026-06-01,17.0,17.0,6,544.87,store
1248,790,2026-06-01,91.0,41.0,5,352.22,store
1249,666,2026-06-01,22.0,11.0,2,263.47,web
1250,799,2026-06-01,83.0,41.0,9,379.98,web
1251,522,2026-06-01,75.0,49.0,9,54.39,store
1252,386,2026-06-01,92.0,17.0,6,450.64,web
1253,1,2026-06-01,24.0,22.0,9,62.87,mobile
1254,1554,2026-06-01,66.0,9.0,7,476.57,store
1255,503,2026-06-01,34.0,38.0,1,315.92,store
1256,1157,2026-06-01,13.0,43.0,3,373.7,web
1257,1426,2026-06-01,66.0,47.0,6,432.2,store
1258,91,2026-06-01,68.0,20.0,4,480.44,store
1259,284,2026-06-01,54.0,34.0,3,339.43,mobile
1260,554,2026-06-01,98.0,11.0,8,222.08,mobile
1261,1328,2026-06-01,58.0,2.0,7,334.59,store
1262,1431,2026-06-01,22.0,22.0,1,65.87,store
1263,1147,2026-06-01,81.0,48.0,6,452.79,store
1264,469,2026-06-01,72.0,38.0,3,311.01,web
1265,261,2026-06-01,88.0,34.0,2,335.38,web
1266,1393,2026-06-01,39.0,40.0,3,121.01,web
1267,80,2026-06-01,17.0,22.0,5,54.94,web
1268,890,2026-06-01,42.0,4.0,10,562.24,store
1269,894,2026-06-01,6.0,29.0,2,786.77,store
1270,532,2026-06-01,53.0,43.0,8,354.72,web
1271,970,2026-06-01,29.0,33.0,2,420.5,mobile
1272,1611,2026-06-01,35.0,9.0,8,436.55,mobile
1273,457,2026-06-01,14.0,25.0,9,570.54,web
1274,1105,2026-06-01,43.0,35.0,5,477.54,web
1275,1098,2026-06-01,87.0,16.0,8,11.47,web
1276,597,2026-06-01,92.0,44.0,2,483.15,mobile
1277,541,2026-06-01,60.0,18.0,8,11.95,web
1278,192,2026-06-01,73.0,2.0,9,326.58,web
1279,538,2026-06-01,73.0,46.0,5,122.94,store
1280,1466,2026-06-01,100.0,42.0,8,358.77,web
1281,712,2026-06-01,99.0,23.0,5,345.39,mobile
1282,894,2026-06-01,11.0,33.0,8,441.62,store
1283,1047,2026-06-01,75.0,46.0,1,121.25,mobile
1284,1226,2026-06-01,53.0,24.0,2,490.93,store
1285,709,2026-06-01,64.0,35.0,6,506.9,store
1286,49,2026-06-01,28.0,8.0,7,173.29,mobile
1287,1341,2026-06-01,64.0,20.0,2,393.84,mobile
1288,676,2026-06-01,78.0,2.0,4,348.61,mobile
1289,1551,2026-06-01,10.0,33.0,4,455.94,web
1290,778,2026-06-01,70.0,33.0,5,400.57,web
1291,260,2026-06-01,99.0,42.0,9,393.89,web
1292,1121,2026-06-01,20.0,43.0,-8,449.05,store
1293,925,2026-06-01,38.0,49.0,3,44.14,store
1294,533,2026-06-01,44.0,22.0,2,66.62,store
1295,628,2026-06-01,53.0,12.0,6,541.89,mobile
1296,310,2026-06-01,64.0,50.0,6,373.16,web
1297,375,2026-06-01,20.0,33.0,8,430.32,web
1298,624,2026-06-01,25.0,16.0,3,12.06,mobile
1299,1433,2026-06-01,85.0,46.0,7,144.14,store
1300,650,2026-06-01,11.0,3.0,9,227.56,web
1301,995,2026-06-01,39.0,49.0,4,48.17,store
1302,371,2026-06-01,95.0,35.0,3,528.87,store
1303,1338,2026-06-01,26.0,20.0,6,399.56,store
1304,1338,2026-06-01,9.0,16.0,6,10.21,mobile
1305,252,2026-06-01,19.0,29.0,8,652.25,web
1306,567,2026-06-01,33.0,30.0,4,403.25,web
1307,1148,2026-06-01,39.0,43.0,9,405.95,web
1308,885,2026-06-01,14.0,15.0,1,100.11,mobile
1309,1395,2026-06-01,79.0,28.0,5,593.81,mobile
1310,351,2026-06-01,69.0,27.0,4,531.74,web
1311,945,2026-06-01,16.0,26.0,2,39.59,web
1312,1298,2026-06-01,42.0,46.0,6,143.12,web
1313,1472,2026-06-01,39.0,46.0,1,120.88,mobile
1314,1615,2026-06-01,73.0,4.0,3,647.31,web
1315,592,2026-06-01,12.0,33.0,10,359.68,web
1316,854,2026-06-01,12.0,26.0,7,42.09,web
1317,1415,2026-06-01,5.0,38.0,1,304.02,web
1318,579,2026-06-01,53.0,45.0,8,0.0,web
1319,227,2026-06-01,85.0,37.0,10,552.7,store
1320,965,2026-06-01,3.0,26.0,6,36.68,store
1321,1157,2026-06-01,41.0,16.0,2,10.48,mobile
1322,541,2026-06-01,98.0,1.0,3,106.07,store
1323,112,2026-06-01,66.0,34.0,4,335.29,mobile
1324,1566,2026-06-01,47.0,39.0,6,451.86,store
1325,1436,2026-06-01,99.0,10.0,1,-45.97,store
1326,419,2026-06-01,49.0,33.0,9,415.99,web
1327,69,2026-06-01,61.0,26.0,7,39.16,web
1328,279,2026-06-01,89.0,32.0,4,186.43,mobile
1329,1412,2026-06-01,64.0,12.0,5,516.86,store
1330,390,2026-06-01,78.0,4.0,3,610.48,store
1331,452,2026-06-01,31.0,30.0,8,401.33,mobile
1332,530,2026-06-01,34.0,10.0,1,460.68,web
1333,507,2026-06-01,80.0,9.0,7,432.96,store
1334,1648,2026-06-01,73.0,43.0,4,372.4,web
1335,607,2026-06-01,37.0,29.0,5,748.37,web
1336,912,2026-06-01,49.0,11.0,6,271.37,mobile
1337,988,2026-06-01,47.0,28.0,10,498.64,web
1338,346,2026-06-01,33.0,23.0,2,366.4,store
1339,71,2026-06-01,59.0,32.0,6,186.16,web
1340,525,2026-06-01,100.0,35.0,6,584.71,store
1341,810,2026-06-01,70.0,24.0,9,476.32,mobile
1342,1609,2026-06-01,35.0,13.0,7,438.4,web
1343,1461,2026-06-01,80.0,31.0,4,26.65,web
1344,1160,2026-06-01,22.0,31.0,4,22.83,web
1345,14,2026-06-01,90.0,2.0,9,293.16,mobile
1346,1602,2026-06-01,82.0,43.0,7,355.02,mobile
1347,663,2026-06-01,71.0,32.0,5,205.4,web
1348,967,2026-06-01,40.0,25.0,7,461.23,web
1349,657,2026-06-01,36.0,5.0,3,512.86,store
1350,1168,2026-06-01,79.0,2.0,10,329.81,mobile
1351,79,2026-06-01,59.0,23.0,8,427.85,mobile
1352,365,2026-06-01,16.0,47.0,1,397.29,mobile
1353,551,2026-06-01,71.0,28.0,1,610.82,mobile
1354,421,2026-06-01,46.0,12.0,9,458.7,web
1355,870,2026-06-01,83.0,37.0,9,496.46,web
1356,610,2026-06-01,88.0,4.0,10,665.03,web
1357,534,2026-06-01,,35.0,5,580.57,web
1358,872,2026-06-01,69.0,41.0,5,436.17,web
1359,943,2026-06-01,76.0,45.0,3,402.34,mobile
1360,757,2026-06-01,51.0,50.0,8,359.65,store
1361,1551,2026-06-01,10.0,25.0,5,449.72,web
1362,22,2026-06-01,41.0,18.0,9,11.74,store
1363,1481,2026-06-01,8.0,29.0,8,683.62,web
1364,894,2026-06-01,58.0,34.0,8,294.86,mobile
1365,566,2026-06-01,20.0,34.0,10,321.79,mobile
1366,1521,2026-06-01,61.0,2.0,9,307.69,web
1367,249,2026-06-01,35.0,21.0,3,155.42,mobile
1368,667,2026-06-01,34.0,20.0,5,395.53,web
1369,1291,2026-06-01,27.0,12.0,8,446.63,web
1370,877,2026-06-01,18.0,37.0,5,480.67,mobile
1371,842,2026-06-01,94.0,6.0,5,430.26,mobile
1372,228,2026-06-01,48.0,38.0,10,299.63,store
1373,474,2026-06-01,68.0,22.0,6,68.2,mobile
1374,601,2026-06-01,93.0,19.0,3,550.74,web
1375,1046,2026-06-01,32.0,37.0,8,518.77,mobile
1376,233,2026-06-01,41.0,29.0,10,667.25,web
1377,836,2026-06-01,100.0,3.0,3,226.98,mobile
1378,1583,2026-06-01,72.0,33.0,3,440.26,web
1379,1596,2026-06-01,52.0,44.0,4,399.56,web
1380,792,2026-06-01,24.0,47.0,3,426.74,store
1381,471,2026-06-01,44.0,10.0,3,496.84,store
1382,624,2026-06-01,11.0,25.0,1,531.81,store
1383,1591,2026-06-01,91.0,39.0,6,505.9,mobile
1384,186,2026-06-01,61.0,33.0,6,448.83,mobile
1385,275,2026-06-01,93.0,19.0,9,472.16,mobile
1386,1053,2026-06-01,85.0,22.0,1,63.94,web
1387,1295,2026-06-01,3.0,23.0,3,371.39,store
1388,112,2026-06-01,93.0,42.0,5,327.06,store
1389,756,2026-06-01,98.0,8.0,1,167.08,mobile
1390,1345,2026-06-01,45.0,2.0,1,289.29,web
1391,1211,2026-06-01,2.0,46.0,6,117.67,web
1392,1359,2026-06-01,41.0,22.0,9,61.9,mobile
1393,1425,2026-06-01,96.0,21.0,9,139.41,store
1394,470,2026-06-01,62.0,16.0,4,11.22,store
1395,30,2026-06-01,27.0,1.0,1,101.4,store
1396,1071,2026-06-01,34.0,29.0,4,783.96,web
1397,755,2026-06-01,92.0,48.0,7,499.22,mobile
1398,1576,2026-06-01,16.0,14.0,10,39.84,web
1399,1573,2026-06-01,6.0,8.0,3,179.4,mobile
1400,162,2026-06-01,,49.0,8,45.8,web
1401,1487,2026-06-01,97.0,48.0,4,502.34,mobile
1402,964,2026-06-01,15.0,,10,410.88,store
1403,1174,2026-06-01,12.0,31.0,10,23.34,store
1404,946,2026-06-01,92.0,3.0,5,222.11,mobile
1405,222,2026-06-01,98.0,28.0,3,601.3,web
1406,449,2026-06-01,88.0,7.0,2,73.47,mobile
1407,1546,2026-06-01,6.0,39.0,2,503.47,web
1408,395,2026-06-01,9.0,6.0,4,389.53,store
1409,1268,2026-06-01,45.0,19.0,1,559.32,mobile
1410,768,2026-06-01,98.0,6.0,2,436.25,store
1411,590,2026-06-01,1.0,10.0,5,497.21,store
1412,929,2026-06-01,71.0,39.0,8,544.38,mobile
1413,1494,2026-06-01,61.0,4.0,6,578.97,mobile
1414,1319,2026-06-01,40.0,25.0,9,477.38,store
1415,1256,2026-06-01,25.0,47.0,7,421.59,store
1416,1004,2026-06-01,33.0,4.0,-2,655.54,store
1417,1052,2026-06-01,70.0,28.0,10,498.82,mobile
1418,744,2026-06-01,29.0,22.0,8,66.22,mobile
1419,688,2026-06-01,85.0,11.0,5,249.35,mobile
1420,1604,2026-06-01,86.0,13.0,5,462.52,store
1421,1585,2026-06-01,84.0,7.0,5,78.51,store
1422,1092,2026-06-01,51.0,15.0,9,105.93,mobile
1423,314,2026-06-01,49.0,45.0,10,451.82,web
1424,1301,2026-06-01,44.0,26.0,10,35.96,web
1425,1348,2026-06-01,78.0,49.0,10,52.1,mobile
1426,1549,2026-06-01,,13.0,4,409.23,mobile
1427,286,2026-06-01,26.0,28.0,2,617.87,mobile
1428,706,2026-06-01,10.0,19.0,2,-47.28,web
1429,691,2026-06-01,9.0,16.0,5,12.1,web
1430,85,2026-06-01,84.0,44.0,6,436.22,store
1431,472,2026-06-01,71.0,48.0,8,509.57,mobile
1432,1526,2026-06-01,8.0,35.0,2,603.27,web
1433,1286,2026-06-01,45.0,33.0,6,398.36,web
1434,11,2026-06-01,98.0,29.0,9,674.24,mobile
1435,775,2026-06-01,11.0,10.0,1,529.19,web
1436,989,2026-06-01,44.0,39.0,7,424.51,mobile
1437,75,2026-06-01,78.0,6.0,1,362.27,store
1438,667,2026-06-01,5.0,12.0,6,497.36,mobile
1439,345,2026-06-01,36.0,27.0,10,573.72,store
1440,1627,2026-06-01,61.0,28.0,9,510.78,web
1441,543,2026-06-01,76.0,7.0,4,78.27,mobile
1442,741,2026-06-01,56.0,4.0,5,695.4,web
1443,1330,2026-06-01,71.0,3.0,10,270.53,store
1444,367,2026-06-01,5.0,32.0,9,192.16,web
1445,1255,2026-06-01,35.0,31.0,9,27.95,web
1446,1632,2026-06-01,49.0,44.0,7,409.07,web
1447,950,2026-06-01,21.0,17.0,8,549.01,mobile
1448,1043,2026-06-01,53.0,36.0,5,63.1,store
1449,1464,2026-06-01,29.0,25.0,4,457.29,mobile
1450,1222,2026-06-01,33.0,13.0,7,432.03,store
1451,152,2026-06-01,33.0,14.0,3,49.8,web
1452,716,2026-06-01,41.0,18.0,8,12.68,mobile
1453,1080,2026-06-01,28.0,35.0,8,581.72,web
1454,1446,2026-06-01,40.0,27.0,4,499.64,web
1455,1239,2026-06-01,,22.0,6,61.28,mobile
1456,240,2026-06-01,42.0,45.0,7,456.16,mobile
1457,369,2026-06-01,73.0,32.0,-5,233.31,mobile
1458,1621,2026-06-01,84.0,16.0,1,12.41,mobile
1459,1634,2026-06-01,28.0,50.0,9,386.63,web
1460,182,2026-06-01,72.0,39.0,8,522.59,store
1461,1208,2026-06-01,100.0,1.0,6,98.01,mobile
1462,1538,2026-06-01,76.0,26.0,4,32.22,web
1463,1189,2026-06-01,26.0,24.0,4,494.43,mobile
1464,1617,2026-06-01,93.0,50.0,4,324.85,mobile
1465,576,2026-06-01,24.0,3.0,5,230.38,store
1466,1085,2026-06-01,28.0,23.0,2,345.16,store
1467,1051,2026-06-01,62.0,36.0,3,61.57,store
1468,313,2026-06-01,50.0,37.0,7,472.6,mobile
1469,793,2026-06-01,46.0,1.0,6,102.06,store
1470,1483,2026-06-01,78.0,13.0,7,525.22,mobile
1471,1114,2026-06-01,85.0,27.0,8,546.14,web
1472,493,2026-06-01,56.0,38.0,1,270.98,web
1473,1174,2026-06-01,68.0,39.0,8,536.28,web
1474,1477,2026-06-01,26.0,11.0,9,255.0,web
1475,1249,2026-06-01,54.0,6.0,6,395.79,store
1476,466,2026-06-01,43.0,34.0,10,303.07,web
1477,40,2026-06-01,12.0,8.0,2,155.4,store
1478,1008,2026-06-01,26.0,6.0,2,391.8,store
1479,978,2026-06-01,80.0,23.0,8,409.82,mobile
1480,847,2026-06-01,34.0,8.0,9,179.11,store
1481,991,2026-06-01,11.0,39.0,2,467.67,web
1482,12,2026-06-01,4.0,5.0,1,467.03,web
1483,1246,2026-06-01,96.0,5.0,5,520.83,store
1484,1550,2026-06-01,66.0,31.0,6,27.03,web
1485,1630,2026-06-01,4.0,49.0,7,47.26,store
1486,569,2026-06-01,36.0,38.0,5,310.82,mobile
1487,1480,2026-06-01,86.0,25.0,1,465.99,mobile
1488,1183,2026-06-01,21.0,45.0,2,473.89,mobile
1489,957,2026-06-01,19.0,38.0,8,265.26,store
1490,1274,2026-06-01,10.0,47.0,9,383.98,mobile
1491,1408,2026-06-01,80.0,40.0,9,113.28,web
1492,1484,2026-06-01,67.0,3.0,10,279.0,store
1493,1595,2026-06-01,88.0,12.0,10,556.83,store
1494,1659,2026-06-01,11.0,30.0,10,368.02,web
1495,1004,2026-06-01,14.0,19.0,8,489.23,store
1496,274,2026-06-01,39.0,4.0,6,699.17,web
1497,1541,2026-06-01,30.0,8.0,7,158.04,store
1498,1223,2026-06-01,4.0,2.0,2,278.11,mobile
1499,1123,2026-06-01,76.0,31.0,10,27.94,mobile
1500,1024,2026-06-01,38.0,30.0,6,351.99,web
1501,1387,2026-06-01,95.0,7.0,5,68.83,web
1502,613,2026-06-01,31.0,50.0,1,351.09,web
1503,1521,2026-06-01,3.0,29.0,7,711.68,store
1504,397,2026-06-01,10.0,7.0,10,65.65,store
1505,1442,2026-06-01,80.0,23.0,1,355.36,web
1506,872,2026-06-01,63.0,2.0,10,297.14,store
1507,337,2026-06-01,79.0,34.0,2,294.35,web
1508,958,2026-06-01,55.0,25.0,4,576.47,web
1509,91,2026-06-01,43.0,4.0,3,709.97,mobile
1510,105,2026-06-01,3.0,23.0,6,363.31,mobile
1511,1525,2026-06-01,75.0,11.0,2,225.45,mobile
1512,554,2026-06-01,37.0,24.0,6,513.09,web
1513,1355,2026-06-01,42.0,2.0,5,345.26,web
1514,728,2026-06-01,59.0,30.0,6,342.05,web
1515,863,2026-06-01,86.0,5.0,8,518.78,store
1516,1418,2026-06-01,21.0,1.0,10,91.68,web
1517,1661,2026-06-01,22.0,16.0,9,11.72,store
1518,284,2026-06-01,56.0,19.0,5,479.57,web
1519,375,2026-06-01,76.0,40.0,1,116.37,store
1520,1006,2026-06-01,52.0,47.0,8,407.76,mobile
1521,495,2026-06-01,68.0,23.0,10,390.12,store
1522,787,2026-06-01,97.0,44.0,8,458.38,store
1523,1186,2026-06-01,41.0,3.0,6,229.86,store
1524,672,2026-06-01,96.0,29.0,6,747.5,web
1525,327,2026-06-01,23.0,50.0,10,402.01,web
1526,1278,2026-06-01,96.0,20.0,3,419.9,mobile
1527,1264,2026-06-01,20.0,1.0,1,110.84,store
1528,290,2026-06-01,93.0,14.0,7,39.74,store
1529,1176,2026-06-01,51.0,25.0,9,580.26,store
1530,1576,2026-06-01,33.0,13.0,5,529.75,web
1531,1384,2026-06-01,77.0,37.0,3,506.71,store
1532,462,2026-06-01,63.0,36.0,7,68.1,mobile
1533,1284,2026-06-01,97.0,43.0,8,417.04,mobile
1534,623,2026-06-01,59.0,15.0,8,99.51,mobile
1535,1215,2026-06-01,83.0,23.0,6,396.0,web
1536,1499,2026-06-01,58.0,24.0,7,521.75,web
1537,1356,2026-06-01,5.0,15.0,2,110.51,mobile
1538,29,2026-06-01,19.0,44.0,5,469.77,web
1539,1553,2026-06-01,9.0,6.0,10,432.47,web
1540,1042,2026-06-01,59.0,29.0,1,695.55,mobile
1541,769,2026-06-01,81.0,38.0,8,319.21,web
1542,507,2026-06-01,37.0,35.0,8,494.48,mobile
1543,388,2026-06-01,87.0,4.0,6,594.69,store
1544,740,2026-06-01,71.0,37.0,2,538.13,web
1545,5,2026-06-01,17.0,37.0,2,494.21,mobile
1546,720,2026-06-01,4.0,28.0,9,522.18,store
1547,265,2026-06-01,45.0,22.0,9,65.06,web
1548,1421,2026-06-01,10.0,6.0,1,428.71,web
1549,1195,2026-06-01,70.0,8.0,4,178.55,mobile
1550,1624,2026-06-01,17.0,8.0,3,176.43,web
1551,135,2026-06-01,5.0,3.0,1,274.48,store
1552,600,2026-06-01,66.0,25.0,1,518.59,store
1553,812,2026-06-01,44.0,35.0,2,496.21,store
1554,782,2026-06-01,47.0,4.0,2,590.25,mobile
1555,778,2026-06-01,27.0,36.0,1,68.95,mobile
1556,48,2026-06-01,77.0,1.0,9,102.91,mobile
1557,1218,2026-06-01,37.0,50.0,8,393.0,web
1558,817,2026-06-01,8.0,41.0,1,439.08,store
1559,1650,2026-06-01,73.0,27.0,10,549.78,web
1560,1077,2026-06-01,23.0,5.0,4,462.77,web
1561,24,2026-06-01,84.0,7.0,9,68.89,web
1562,1243,2026-06-01,5.0,15.0,1,86.85,store
1563,715,2026-06-01,36.0,47.0,7,359.18,store
1564,806,2026-06-01,1.0,37.0,7,509.47,web
1565,838,2026-06-01,55.0,32.0,1,199.18,store
1566,882,2026-06-01,30.0,16.0,5,10.17,mobile
1567,479,2026-06-01,86.0,42.0,9,413.39,store
1568,1302,2026-06-01,41.0,2.0,10,351.38,mobile
1569,756,2026-06-01,58.0,34.0,8,0.0,web
1570,123,2026-06-01,89.0,4.0,7,695.51,mobile
1571,836,2026-06-01,91.0,39.0,4,529.2,store
1572,468,2026-06-01,70.0,15.0,9,110.42,mobile
1573,45,2026-06-01,7.0,19.0,3,545.9,mobile
1574,674,2026-06-01,64.0,17.0,4,479.81,store
1575,358,2026-06-01,51.0,45.0,6,401.9,mobile
1576,1598,2026-06-01,46.0,14.0,3,51.39,mobile
1577,452,2026-06-01,77.0,49.0,7,56.29,store
1578,51,2026-06-01,78.0,29.0,5,712.53,mobile
1579,1135,2026-06-01,57.0,34.0,2,286.29,store
1580,1051,2026-06-01,8.0,7.0,3,75.2,web
1581,396,2026-06-01,48.0,3.0,9,280.49,web
1582,391,2026-06-01,37.0,15.0,6,96.59,web
1583,1492,2026-06-01,94.0,10.0,9,497.29,store
1584,1607,2026-06-01,48.0,28.0,9,596.79,store
1585,117,2026-06-01,19.0,21.0,7,164.16,mobile
1586,958,2026-06-01,46.0,31.0,3,27.99,mobile
1587,505,2026-06-01,42.0,39.0,4,485.04,web
1588,760,2026-06-01,53.0,14.0,9,45.86,web
1589,962,2026-06-01,62.0,21.0,1,172.85,store
1590,1250,2026-06-01,50.0,49.0,6,49.37,store
1591,185,2026-06-01,89.0,29.0,10,695.25,web
1592,813,2026-06-01,32.0,32.0,-1,182.99,mobile
1593,1036,2026-06-01,58.0,37.0,8,534.37,web
1594,43,2026-06-01,72.0,26.0,10,33.06,store
1595,247,2026-06-01,78.0,23.0,4,408.07,web
1596,36,2026-06-01,33.0,19.0,2,475.05,web
1597,1016,2026-06-01,50.0,32.0,2,226.65,web
1598,142,2026-06-01,28.0,8.0,2,144.7,store
1599,484,2026-06-01,62.0,,9,57.17,store
1600,1469,2026-06-01,53.0,42.0,1,351.85,mobile
1601,11,2026-06-01,41.0,19.0,6,514.5,mobile
1602,81,2026-06-01,99.0,42.0,5,404.91,mobile
1603,353,2026-06-01,90.0,10.0,8,453.22,mobile
1604,959,2026-06-01,36.0,29.0,2,633.95,mobile
1605,1266,2026-06-01,12.0,20.0,7,396.45,web
1606,1358,2026-06-01,6.0,44.0,10,458.56,mobile
1607,479,2026-06-01,46.0,11.0,9,280.06,mobile
1608,871,2026-06-01,70.0,44.0,8,400.57,store
1609,1324,2026-06-01,35.0,8.0,3,170.94,web
1610,815,2026-06-01,20.0,23.0,6,419.98,mobile
1611,1619,2026-06-01,46.0,34.0,2,344.39,mobile
1612,1011,2026-06-01,77.0,36.0,10,63.37,mobile
1613,1139,2026-06-01,75.0,37.0,8,548.76,mobile
1614,411,2026-06-01,84.0,47.0,1,389.89,web
1615,154,2026-06-01,5.0,8.0,9,152.64,web
1616,491,2026-06-01,30.0,38.0,10,318.75,web
1617,880,2026-06-01,80.0,39.0,5,481.63,mobile
1618,389,2026-06-01,14.0,35.0,2,575.63,mobile
1619,1360,2026-06-01,29.0,6.0,3,381.19,mobile
1620,395,2026-06-01,16.0,1.0,1,92.38,web
1621,145,2026-06-01,50.0,43.0,1,458.21,mobile
1622,1176,2026-06-01,22.0,19.0,5,534.87,mobile
1623,116,2026-06-01,27.0,8.0,1,147.78,mobile
1624,374,2026-06-01,47.0,40.0,1,102.67,mobile
1625,1292,2026-06-01,80.0,30.0,8,353.83,store
1626,40,2026-06-01,22.0,39.0,6,525.35,store
1627,145,2026-06-01,37.0,18.0,4,11.14,store
1628,742,2026-06-01,93.0,37.0,5,515.89,mobile
1629,780,2026-06-01,44.0,28.0,3,523.45,web
1630,1345,2026-06-01,3.0,29.0,1,745.24,store
1631,384,2026-06-01,52.0,16.0,2,11.47,store
1632,143,2026-06-01,79.0,1.0,1,92.9,store
1633,1354,2026-06-01,55.0,39.0,2,487.96,store
1634,345,2026-06-01,48.0,24.0,7,525.6,store
1635,851,2026-06-01,26.0,17.0,2,544.44,web
1636,1327,2026-06-01,73.0,48.0,7,514.98,store
1637,938,2026-06-01,9.0,36.0,10,55.79,web
1638,1469,2026-06-01,32.0,42.0,8,329.93,web
1639,1607,2026-06-01,58.0,15.0,9,88.1,mobile
1640,1529,2026-06-01,31.0,35.0,6,497.63,web
1641,1263,2026-06-01,15.0,50.0,9,-84.21,mobile
1642,281,2026-06-01,13.0,47.0,3,424.76,web
1643,899,2026-06-01,97.0,18.0,4,12.41,mobile
1644,175,2026-06-01,89.0,4.0,9,569.93,store
1645,1347,2026-06-01,71.0,29.0,7,628.94,web
1646,752,2026-06-01,73.0,36.0,3,62.52,mobile
1647,865,2026-06-01,77.0,40.0,4,113.95,web
1648,832,2026-06-01,32.0,26.0,4,37.08,mobile
1649,255,2026-06-01,35.0,27.0,3,583.15,store
1650,1311,2026-06-01,68.0,7.0,9,71.07,store
1651,1057,2026-06-01,36.0,27.0,6,613.9,store
1652,536,2026-06-01,58.0,43.0,7,367.1,store
1653,1455,2026-06-01,7.0,44.0,7,415.28,mobile
1654,1548,2026-06-01,52.0,40.0,3,119.35,mobile
1655,220,2026-06-01,97.0,34.0,3,267.64,web
1656,1262,2026-06-01,12.0,29.0,9,638.64,store
1657,1497,2026-06-01,15.0,35.0,7,499.16,web
1658,1131,2026-06-01,82.0,24.0,8,574.97,web
1659,1003,2026-06-01,36.0,39.0,3,487.09,web
1660,667,2026-06-01,87.0,7.0,9,72.48,mobile
1661,549,2026-06-01,79.0,13.0,6,461.38,store
1662,1322,2026-06-01,22.0,43.0,4,363.07,web
1663,712,2026-06-01,92.0,10.0,8,447.0,web
1664,43,2026-06-01,1.0,6.0,3,455.51,mobile
1665,408,2026-06-01,8.0,15.0,6,93.56,mobile
1666,219,2026-06-01,73.0,28.0,9,552.82,mobile
1667,1167,2026-06-01,51.0,3.0,7,226.97,mobile
1668,875,2026-06-01,65.0,29.0,5,672.07,mobile
1669,1234,2026-06-01,71.0,6.0,2,360.7,mobile
1670,1531,2026-06-01,94.0,32.0,1,193.49,web
1671,463,2026-06-01,18.0,30.0,10,358.27,web
1672,1373,2026-06-01,94.0,4.0,4,680.77,mobile
1673,947,2026-06-01,75.0,26.0,6,39.2,web
1674,1149,2026-06-01,11.0,4.0,6,657.31,store
1675,1367,2026-06-01,51.0,3.0,5,277.25,store
1676,1563,2026-06-01,86.0,15.0,6,108.02,web
1677,273,2026-06-01,59.0,25.0,3,503.68,web
1678,1267,2026-06-01,16.0,36.0,2,65.88,mobile
1679,590,2026-06-01,10.0,6.0,6,401.01,mobile
1680,1654,2026-06-01,18.0,23.0,8,426.57,store
1681,1510,2026-06-01,72.0,50.0,9,311.01,mobile
1682,1630,2026-06-01,49.0,36.0,9,61.8,store
1683,1313,2026-06-01,11.0,2.0,4,275.44,store
1684,607,2026-06-01,37.0,31.0,8,26.43,mobile
1685,1570,2026-06-01,36.0,34.0,10,272.1,mobile
1686,367,2026-06-01,71.0,29.0,1,652.68,store
1687,652,2026-06-01,51.0,32.0,3,232.06,mobile
1688,1142,2026-06-01,38.0,37.0,7,495.78,mobile
1689,1082,2026-06-01,69.0,26.0,6,39.59,store
1690,259,2026-06-01,57.0,3.0,8,231.62,store
1691,450,2026-06-01,38.0,20.0,2,411.51,store
